pubmed	year	title	professors
26735062	2016	NDH-1 and NDH-2 Plastoquinone Reductases in Oxygenic Photosynthesis.	
20536239	2010	CMPs as scaffolds for constructing porous catalytic frameworks: a built-in heterogeneous catalyst with high activity and selectivity based on nanoporous metalloporphyrin polymers.	
27711675	2016	Mobility and association of ions in aqueous solutions: the case of imidazolium based ionic liquids.	
17914887	2007	Simulations of ionic liquids, solutions, and surfaces.	
17989237	2007	The micro-Petri dish, a million-well growth chip for the culture and high-throughput screening of microorganisms.	
36074180	2022	Drilling accurate nanopores for biosensors by energetic multi-wall carbon nanotubes: a molecular dynamics investigation.	
16971508	2006	Hepatocellular toxicity and pharmacological effect of amiodarone and amiodarone derivatives.	
17172310	2007	Thermodynamics-based metabolic flux analysis.	
16109935	2005	Proteomic analysis reveals the participation of energy- and stress-related proteins in the response of Pseudomonas putida DOT-T1E to toluene.	
29488757	2018	Lewis-Brønsted Acid Pairs in Ga/H-ZSM-5 To Catalyze Dehydrogenation of Light Alkanes.	
22748327	2012	Modeling cake buildup under TMP-step filtration in a membrane bioreactor: cake compressibility is significant.	
18351731	2008	Novel iron(III) porphyrazine complex. Complex speciation and reactions with NO and H2O2.	
34547209	2021	Metal-Free Catalysis: A Redox-Active Donor-Acceptor Conjugated Microporous Polymer for Selective Visible-Light-Driven CO	
19055322	2008	Effect of the Insertion of a Glycine Residue into the Loop Spanning Residues 536-541 on the Semiquinone State and Redox Properties of the Flavin Mononucleotide-Binding Domain of Flavocytochrome P450BM-3 from Bacillus megaterium.	
22585353	2012	Efficient proline and prolinol ether mediated 3-component synthesis of 3- and 3,4-substituted chromenone derivatives.	
22231033	2012	Selectively increasing the clearance of protein-bound uremic solutes.	
24494786	2014	Wetting transition from the Cassie-Baxter state to the Wenzel state on textured polymer surfaces.	
26363115	2016	Purification of a dimeric arginine deiminase from Enterococcus faecium GR7 and study of its anti-cancerous activity.	
33791425	2021	Organic Electrochemistry: Molecular Syntheses with Potential.	
18179199	2008	Quaternary ammonium room-temperature ionic liquid including an oxygen atom in side chain/lithium salt binary electrolytes: ionic conductivity and 1H, 7Li, and 19F NMR studies on diffusion coefficients and local motions.	
16851306	2005	Protein adsorption on oligo(ethylene glycol)-terminated alkanethiolate self-assembled monolayers: The molecular basis for nonfouling behavior.	
11533926	2001	Local drug and gene delivery through microbubbles.	
26166902	2015	O	
8868442	1996	The rRNA operons of Mycobacterium smegmatis and Mycobacterium tuberculosis: comparison of promoter elements and of neighbouring upstream genes.	
20823847	2010	Towards whole-body systems physiology.	
26110967	2015	A Dimetalloxycarbene Bonding Mode and Reductive Coupling Mechanism for Oxalate Formation from CO2.	
31042172	2019	Normalized single-shot X-ray absorption spectroscopy at a free-electron laser.	
21098468	2010	Pathophysiology of bleeding and clotting in the cardiac surgery patient: from vascular endothelium to circulatory assist device surface.	
36270213	2023	Combination therapy in Mucormycosis: Current evidence from the world literature, a mini review.	
16142799	2005	Flow-cytometric detection of changes in the physiological state of E. coli expressing a heterologous membrane protein during carbon-limited fedbatch cultivation.	
29719548	2018	Novel Digital Features Discriminate Between Drought Resistant and Drought Sensitive Rice Under Controlled and Field Conditions.	
24395008	2014	A computational framework for integration of lipidomics data into metabolic pathways.	
23987569	2013	Carbon dioxide fixation by Calvin-Cycle enzymes improves ethanol yield in yeast.	
36199351	2022	Metabolic flux analysis: a comprehensive review on sample preparation, analytical techniques, data analysis, computational modelling, and main application areas.	
20603882	2010	Light-sensitive polypeptide hydrogel and nanorod composites.	
20066139	2008	Experimental benefits of sex hormones on vascular function and the outcome of hormone therapy in cardiovascular disease.	
16093270	2005	Kinetics of ethanol and acetaldehyde release suggest a role for acetaldehyde production in tolerance of rice seedlings to micro-aerobic conditions.	
22540997	2012	Understanding and tuning the catalytic bias of hydrogenase.	
14731040	2004	Structural, NMR, and EPR studies of S = (1)/(2) and S = (3)/(2) Fe(III) bis(4-cyanopyridine) complexes of dodecasubstituted porphyrins.	
9025295	1997	Flux distributions in anaerobic, glucose-limited continuous cultures of Saccharomyces cerevisiae.	
23562736	2013	Yeast surface display for the expression, purification and characterization of wild-type and B11 mutant glucose oxidases.	
25415848	2014	Simultaneous measurement of speed of sound, thermal diffusivity, and bulk viscosity of 1-ethyl-3-methylimidazolium-based ionic liquids using laser-induced gratings.	
21216907	2011	Ecological aspects of the distribution of different autotrophic CO2 fixation pathways.	
22321064	2012	Microplastics in the marine environment: a review of the methods used for identification and quantification.	
29309143	2018	A Noncanonical Proximal Heme Ligand Affords an Efficient Peroxidase in a Globin Fold.	
33910717	2021	Versatile strategies for bioproduction of hyaluronic acid driven by synthetic biology.	
18348543	2008	Chemically selective displacers for high-resolution protein separations in ion-exchange systems: effect of displacer-protein interactions.	
26305417	2015	Interaction of ionic liquids with noble metal surfaces: structure formation and stability of [OMIM][TFSA] and [EMIM][TFSA] on Au(111) and Ag(111).	
26626681	2006	Constrained Density Functional Theory and Its Application in Long-Range Electron Transfer.	
35048533	2022	Enzyme-constrained models predict the dynamics of Saccharomyces cerevisiae growth in continuous, batch and fed-batch bioreactors.	
21078862	2011	The importance of energy balance in improving photosynthetic productivity.	
35713390	2022	Using genomics to understand the mechanisms of virulence and drug resistance in fungal pathogens.	
21474759	2011	A dynamic knockout reveals that conformational fluctuations influence the chemical step of enzyme catalysis.	
32589435	2020	Drug Loading in Poly(butyl cyanoacrylate)-Based Polymeric Microbubbles.	
14708117	2003	Identifying constraints that govern cell behavior: a key to converting conceptual to computational models in biology?	
34596394	2021	Influence of Coordinated Triflate Anions on the Solution Magnetic Properties of a Neutral Iron(II) Complex.	
23116466	2012	Compound activity prediction using models of binding pockets or ligand properties in 3D.	
26822099	2017	Computational methods to identify metabolic sub-networks based on metabolomic profiles.	
28627764	2017	A Simple Route to Strong Carbon-13 NMR Signals Detectable for Several Minutes.	
3653011	1987	Topographical control of cell behaviour. I. Simple step cues.	
20186909	2010	Cellulose conversion to isosorbide in molten salt hydrate media.	
33440535	2016	Insights into Silk Formation Process: Correlation of Mechanical Properties and Structural Evolution during Artificial Spinning of Silk Fibers.	
10092520	1999	Cloning, sequencing, and expression of an Escherichia coli acid phosphatase/phytase gene (appA2) isolated from pig colon.	
35805288	2022	γ-Polyglutamic Acid Production, Biocontrol, and Stress Tolerance: Multifunction of 	
28437079	2017	Hierarchical Porous Polybenzimidazole Microsieves: An Efficient Architecture for Anhydrous Proton Transport via Polyionic Liquids.	
18729367	2008	Highly enantioselective aza Morita-Baylis-Hillman reaction catalyzed by bifunctional beta-isocupreidine derivatives.	
30565455	2019	Hydride Transfer Reactions Catalyzed by Cobalt Complexes.	
32340670	2020	"""Development and application of analytical detection techniques for droplet-based microfluidics""-A review."	
28259836	2017	Biomaterial surface proteomic signature determines interaction with epithelial cells.	
20020726	2010	Constructing a superhydrophobic surface on polydimethylsiloxane via spin coating and vapor-liquid sol-gel process.	
22342581	2012	Strategies for improving biological hydrogen production.	
33771787	2021	Lipid Composition Analysis Reveals Mechanisms of Ethanol Tolerance in the Model Yeast 	
28491274	2017	Biomimetic strategies for fracture repair: Engineering the cell microenvironment for directed tissue formation.	
15371576	2004	Corneal reconstruction with tissue-engineered cell sheets composed of autologous oral mucosal epithelium.	
22017627	2012	Phytases: crystal structures, protein engineering and potential biotechnological applications.	
20393576	2010	Tradeoff between enzyme and metabolite efficiency maintains metabolic homeostasis upon perturbations in enzyme capacity.	
22185377	2012	Wetting in color: colorimetric differentiation of organic liquids with high selectivity.	
29602396	2018	Lipidomics and Biomarker Discovery in Kidney Disease.	
35559786	2021	Protein-bound uremic toxins (PBUTs) in chronic kidney disease (CKD) patients: Production pathway, challenges and recent advances in renal PBUTs clearance.	
21945326	2011	CYP-eicosanoids--a new link between omega-3 fatty acids and cardiac disease?	
16628710	2006	Hydrophilic nanofibrous structure of polylactide; fabrication and cell affinity.	
32157287	2020	Tailoring plant-associated microbial inoculants in agriculture: a roadmap for successful application.	
35506399	2022	Stereochemical dominance in hierarchically formed helicates.	
19152256	2009	Determination of dynamic interfacial tension and its effect on droplet formation in the T-shaped microdispersion process.	
22852726	2012	SPHERES, Jülich's high-flux neutron backscattering spectrometer at FRM II.	
23313890	2013	Improved activity and thermostability of Bacillus pumilus lipase by directed evolution.	
34559509	2021	Molecular Cage-Mediated Radial Gradient Porous Sponge Nanofiber for Selective Adsorption of a Mustard Gas Simulant.	
27629638	2016	The coming of age of de novo protein design.	
29667410	2018	Controlling Cargo Trafficking in Multicomponent Membranes.	
19214239	2008	Architecture Effects on the Binding of Cholera Toxin by Helical Glycopolypeptides.	
